key,country,classification,common_name_french_CM_doc,common_name_english_CM_doc,scientific_name_CM_doc,scientific_name_CM_final,category,common_name_french_wikipedia,common_name_french_IUCN,Fr_common_name_display_CM_final,common_name_prov,comment,scientific_name_label,document_title,date_of_law,source_document,source_type,source_link,source_accessed
137,CM,B,Céphalophe de Peters,Peter's and harvey's Duiker,Cephalophus callipigus,Cephalophus callipygus,LC,Céphalophe de Peter,Céphaplophe de Peter,Céphalophe de Peter,IUCN,NB: IUCN common name has a typo,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
138,CM,B,Céphalophe D'Ogilby,Ogilby's Duiker,Cephalophus ogilbyi,Cephalophus ogilbyi ssp. ogilbyi,VU,,Céphalophe d'Ogilby,Céphalophe d'Ogilby,IUCN,,Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
139,CM,B,Cercopithèque à Queue de Soleil,"Sun-tailed Guenon, Sun-tailed Monkey",Cercopithecus solatus,Allochrocebus solatus,NT,,Cercopithèque à queue de soleil,Cercopithèque à queue de soleil,,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
140,CM,B,Cercopithèque Mone,Mona monkey,Cercopithecus mona,Cercopithecus mona,NT,,,Cercopithèque mone,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
141,CM,B,Chat-tigre,Serval,Leptailurus serval,Leptailurus serval,LC,,Chat-tigre,Chat-tigre,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
142,CM,B,Civette,African civet,Civetictus civetta,Civettictis civetta,LC,Civette africaine,"Civette africaine, Civette d'Afrique",Civette africaine,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
143,CM,B,Cob de Buffon,kob,Kobus kob kob,Kobus kob ssp. kob,LC,Cobe de Buffon,Cobe de Buffon,Cobe de Buffon,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
144,CM,B,Cobe Defassa,Defassa waterbuck,Kobus ellipsiprymnus defassa,Kobus ellipsiprymnus ssp. defassa,LC,"Cobe à Croissant, Waterbuck, Antilope sing-sing",N/A,Cobe Defassa,National Species Law,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
145,CM,B,Eland de Derby,Eland,Tragelaphus derbianus,Tragelaphus derbianus ssp. gigas,VU,"éland de derby, éland géant",Éland de Derby,Éland de Derby,IUCN,,Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
146,CM,B,Galago de Demidoff,Demidoff's Dwarf Galago,Galagoides demidovii,Galagoides demidoff ssp. demidoff,LC,,Galago de Demidoff,Galago de Demidoff,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
147,CM,B,Galago de Thomas,Thomas's Dwarf Galago,Galagoides thomasi,Galagoides thomasi,LC,,Galagoides - thomasi,Galago de Thomas,National Species Law,NB: IUCN common name looks totally wrong,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
148,CM,B,Galago du Sénégal,Senegal Galago,Galago senegalensis,Galago senegalensis,LC,,Galago du Sénégal,Galago du Sénégal,IUCN,"NB: no subspecies, even the nominate, occurs in CM, so just keeping the parent species",Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
149,CM,B,Galago Élégant,Elegant Galago,Euoticus elegantulus,Euoticus elegantulus,LC,,Galago élégant,Galago élégant,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
150,CM,B,Galago mignon du Nordor,Nororthern Needle-clawed Bushbaby,Euoticus pallidus,Euoticus pallidus ssp. talboti,NT,,Galago mignon du nord,Galago mignon du nord,IUCN,,Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
151,CM,B,Genette,Genet,Genetta genetta,Genetta genetta,LC,,Genette commune,Genette commune,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
152,CM,B,Guenon Couronnée,Crowned monkey,Cercopithecus pogonias,Cercopithecus pogonias ssp. pogonias,NT,,La mone couronnée,Guenon Couronnée,National Species Law,,Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
153,CM,B,Guenon Couronnée,Crowned monkey,Cercopithecus pogonias,Cercopithecus pogonias ssp. grayi,NT,,N/A,Guenon Couronnée,National Species Law,,Additional species or subspecies extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
154,CM,B,Hippotrague,Roan antelope,Hippotragus equinus,Hippotragus equinus,LC,"Antilope Rouanne, Antilope Cheval","Antilope chevaline, Antilope rouane, Hippotrague",Hippotrague,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
155,CM,B,Hyène Rayée,Striped Hyaena,Hyaena hyaena,Hyaena hyaena,NT,,Hyène rayée,Hyène rayée,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
156,CM,B,Hyène tachetée,Spotted heyna,Crocrouta crocula,Crocuta crocuta,LC,Hyène tachetée,N/A,Hyène tachetée,FrWiki,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
157,CM,B,Hylochère,Giant forest hog,Hylochoerus meinertzhageni,Hylochoerus meinertzhageni,LC,Hylochère,Hylochère,Hylochère,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
158,CM,B,Phacochère,Wart hog,Phacochoerus africanus,Phacochoerus africanus,LC,,Phacochère Commun,Phacochère Commun,IUCN,"by IUCN, ""Four subspecies recognised; Northern Warthog Phacochoerus africanus africanus, Eritrean Warthog P. a. aeliani, Central African Warthog P. a. massaicus, and Southern Warthog P. a. sundevallii"" but ssp. do not have separate pages",Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
159,CM,B,Potamochère,Bush pig,Potamochoerus porcus,Potamochoerus porcus,LC,,Potamochère roux,Potamochère roux,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
160,CM,B,Redunca,Bohar Reedbuck,Redunca redunca,Redunca redunca,LC,,Cobe de Roseaux,Cobe de Roseaux,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
161,CM,B,Renard Pâlé,African Sand Fox,Vulpes pallida,Vulpes pallida,LC,,Renard Pâlé,Renard Pâlé,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
162,CM,B,Serval,serval,Felis serval,Leptailurus serval,,,,,,Duplicate of 141,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
163,CM,B,Sitatunga,Sitatunga,Tragelaphus spekei,Tragelaphus spekii,LC,"Sitatunga, Guib d'eau","Guib d'Eau, Sitatunga",Sitatunga,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
164,CM,B,Rhinolophe de foret,Forest Horseshoe Bat,Rhinolophus silvestris,Rhinolophus silvestris,DD,NULL,N/A,Rhinolophe de foret,National Species Law,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
165,CM,B,Nyctère de parisi,Parisi's Sllit-faced Bat,Nycteric parisii,Nycteris parisii,DD,NULL,N/A,Nyctère de parisi,National Species Law,"by IUCN, ""There are two subspecies, the nominate N. p. parisii from East Africa and N. p. benuensis from West Africa."" but the ssp. does not have its own page",Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
166,CM,B,Minioptère de Dieter,Dieter's Mouse-eared Bat,Myotis dieteri,Myotis dieteri,DD,NULL,N/A,Minioptère de Dieter,National Species Law,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
167,CM,B,Phyllorine à queue courte,Short-tailed Roundleaf Bat,Hipposideros curtus,Hipposideros curtus,EN,,Phyllorhine à queue courte,Phyllorhine à queue courte,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
168,CM,B,Phyllorine à queue large,Large-eared Free-tailed Bat,Otomops martiensseni,Otomops martiensseni,NT,NULL,N/A,Phyllorine à queue large,National Species Law,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
169,CM,B,Hipposideros du Cameroun,Greater Roundleaf Bat,Hipposideros camerunensis,Hipposideros camerunensis,DD,NULL,N/A,Hipposideros du Cameroun,National Species Law,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
170,CM,B,Myoptère de Daubenton,Daubenton's Free-tailed Bat,Myopterus daubentonii,Myopterus daubentonii,DD,NULL,N/A,Myoptère de Daubenton,National Species Law,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
171,CM,B,Nyctère de parisi,Parisi's Slit-faced Bat,Nycteric parisii,,,,,,,Duplicate of 165,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
172,CM,B,Rhinolophe de foret,Forest Horseshoe Bat,Rhinolophus silvestris,,,,,,,Duplicate of 164,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
173,CM,B,Minioptère de Dieter,Dieter's Mouse-eared Bat,Myotis dieteri,,,,,,,Duplicate of 166,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
174,CM,B,Minioptère de Schreibers,Common Bentwing Bat,Miniopterus schreibersii,Miniopterus schreibersii,VU,,Minioptère de Schreibers,Minioptère de Schreibers,IUCN,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
175,CM,B,NULL,Russet Free-tailed Bat,Tadarida russata,Chaerephon russatus,DD,,Tadaride rousse,Tadaride rousse,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
176,CM,B,NULL,Trevor's Free-tailed Bat,Tadarida trevori,Mops trevori,DD,,"Tadaride d'Allen, Tadaride de Trevor",Tadaride de Trevor,IUCN,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
177,CM,B,NULL,"Dja Slit-faced Bat,",Nycteris major,Nycteris major,DD,NULL,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
178,CM,B,NULL,Hayman's Dwarf Epauletted Fruit Bat,Micropteropus intermedius,Micropteropus intermedius,DD,NULL,N/A,NULL,No source,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
179,CM,B,NULL,Curry's Bat,Glauconycteris curryae,Glauconycteris curryae,DD,NULL,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
180,CM,B,NULL,Bibundi Bat,Glauconycteris egeri,Glauconycteris egeria,DD,NULL,N/A,NULL,No source,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
181,CM,B,NULL,Glen's Wattled Bat,Glauconycteris gleni,Glauconycteris gleni,DD,NULL,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
182,CM,B,NULL,Copper Woolly Bat,Kerivoula cuprosa,Kerivoula cuprosa,DD,NULL,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
183,CM,B,NULL,Least Long-fingered Bat,Miniopterus minor,Miniopterus minor,DD,NULL,N/A,NULL,No source,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
184,CM,B,NULL,Eisentraut's Pipistrelle,Pipistrellus eisentrauti,Hypsugo eisentrauti,DD,NULL,N/A,NULL,No source,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
185,CM,B,NULL,Yellow Serotine,Pipistrellus flavescens,Neoromicia flavescens,DD,,"Pipistrelle jaune, Sérotine jaune",Pipistrelle jaune,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
186,CM,B,NULL,Aellen's Pipistrelle,Pipistrellus inexspectatus,Pipistrellus inexspectatus,DD,NULL,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
187,CM,B,NULL,Mouselike Pipistrelle,Pipistrellus musciculus,Hypsugo musciculus,DD,NULL,N/A,NULL,No source,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
188,CM,B,NULL,Light-winged Lesser House Bat,Scotoecus albofuscus,Scotoecus albofuscus,DD,NULL,N/A,NULL,No source,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
189,CM,B,NULL,Ugandan Musk Shrew,Crocidura mutesae,Crocidura mutesae,DD,NULL,N/A,NULL,No source,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
190,CM,B,NULL,Mamfe Shrew,Crocidura virgata,Crocidura virgata,LC,NULL,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
191,CM,B,NULL,Kongana Shrew,Sylvisorex konganensis,Sylvisorex konganensis,DD,NULL,N/A,NULL,No source,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
192,CM,B,-,Russet Free-tailed Bat,Tadarida russata,,,,,,,Duplicate of 175,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
193,CM,B,-,Trevor's Free-tailed Bat,Tadarida trevori,,,,,,,Duplicate of 176,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
194,CM,B,-,"Dja Slit-faced Bat,",Nycteris major,,,,,,,Duplicate of 177,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
195,CM,B,-,Hayman's Dwarf Epauletted Fruit Bat,Micropteropus intermedius,,,,,,,Duplicate of 178,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
196,CM,B,-,Curry's Bat,Glauconycteris curryae,,,,,,,Duplicate of 179,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
197,CM,B,-,Bibundi Bat,Glauconycteris egeri,,,,,,,Duplicate of 180,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
198,CM,B,-,Glen's Wattled Bat,Glauconycteris gleni,,,,,,,Duplicate of 181,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
199,CM,B,-,Copper Woolly Bat,Kerivoula cuprosa,,,,,,,Duplicate of 182,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
200,CM,B,-,Least Long-fingered Bat,Miniopterus minor,,,,,,,Duplicate of 183,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
201,CM,B,-,Yellow Serotine,Pipistrellus flavescens,,,,,,,Duplicate of 185,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
202,CM,B,-,Aellen's Pipistrelle,Pipistrellus inexspectatus,,,,,,,Duplicate of 186,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
203,CM,B,-,Mouselike Pipistrelle,Pipistrellus musciculus,,,,,,,Duplicate of 187,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
204,CM,B,-,Light-winged Lesser House Bat,Scotoecus albofuscus,,,,,,,Duplicate of 188,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
205,CM,B,-,Ugandan Musk Shrew,Crocidura mutesae,,,,,,,Duplicate of 189,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
206,CM,B,-,Mamfe Shrew,Crocidura virgata,,,,,,,Duplicate of 190,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
207,CM,B,-,Kongana Shrew,Sylvisorex konganensis,,,,,,,Duplicate of 191,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
208,CM,B,NULL,Pohle's Fruit Bat,Scotonycteris ophiodon,Casinycteris campomaanensis,DD,,Casinyctère de Campo-Ma’an’,Casinyctère de Campo-Ma’an’,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
209,CM,B,-,Pohle's Fruit Bat,Scotonycteris ophiodon,,,,,,,Duplicate of 208,Duplicate,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
210,CM,B,Loutre à cou Tacheté,Speckle-throated Otter,Lutra maculicollis,Hydrictis maculicollis,NT,,Loutre à cou tacheté,Loutre à cou tacheté,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
211,CM,B,Potamogale,Giant Otter Shrew,Potamogale velox,Potamogale velox,LC,,Le Potamogale,Le Potamogale,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
212,CM,B,Concombre de mer,Sea Cucumbers,Holothuria spp,Holothuria arenicola,DD,,N/A,Concombre de mer,National Species Law,"by IUCN, this is the only species of the genus Holothuria that occurs in CM",Incomplete entry,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
213,CM,B,Aigle bottée,Booted Eagle,Hieraaetus pennatus,Hieraaetus pennatus,LC,,Aigle Botté,Aigle Botté,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
214,CM,B,Aigle couronné,Crowned Eagle,Stephanoaetus coronatus,Stephanoaetus coronatus,NT,,Aigle couronné,Aigle couronné,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
